orden_id,producto_id,cantidad,precio_unitario
000000000000000000001492,5534,1,69.0
000000000000000000001493,629,3,29.9
000000000000000000001494,1098,1,809.0
000000000000000000001494,5377,2,58.9
000000000000000000001495,2456,3,236.1
000000000000000000001495,2057,2,121.9
000000000000000000001495,5359,1,69.9
000000000000000000001496,4708,3,150.0
000000000000000000001496,5339,2,199.5
000000000000000000001496,3149,3,4539.0
000000000000000000001496,1441,1,119.99
000000000000000000001497,3660,2,889.0
000000000000000000001497,5447,2,239.9
000000000000000000001497,610,1,699.0
000000000000000000001498,5521,1,89.0
000000000000000000001499,1569,3,699.0
000000000000000000001499,735,2,89.0
000000000000000000001499,5350,2,98.0
00000000000000000000149a,3058,2,1999.9
00000000000000000000149b,5623,1,259.0
00000000000000000000149b,3084,3,4029.0
00000000000000000000149b,79,2,529.0
00000000000000000000149c,9,3,459.0
00000000000000000000149c,1519,2,219.4
00000000000000000000149c,3213,2,250.0
00000000000000000000149d,3235,1,374.9
00000000000000000000149d,2972,3,1599.0
00000000000000000000149d,3752,1,109.0
00000000000000000000149e,2766,3,319.0
00000000000000000000149e,23,2,799.0
00000000000000000000149e,3549,3,69.0
00000000000000000000149f,5014,2,34.93
0000000000000000000014a0,3976,3,69.93
0000000000000000000014a1,2740,1,359.0
0000000000000000000014a1,1805,2,1199.0
0000000000000000000014a1,3792,1,1099.0
0000000000000000000014a1,1801,2,1899.0
0000000000000000000014a2,3424,1,3599.0
0000000000000000000014a3,461,2,479.0
0000000000000000000014a4,448,1,1759.0
0000000000000000000014a5,971,1,629.0
0000000000000000000014a6,3529,1,999.0
0000000000000000000014a6,5528,1,60.0
0000000000000000000014a7,5095,3,89.0
0000000000000000000014a7,3173,1,4699.0
0000000000000000000014a8,1226,1,499.0
0000000000000000000014a8,4957,1,89.0
0000000000000000000014a8,4189,3,89.0
0000000000000000000014a9,4614,3,299.0
0000000000000000000014a9,4417,3,25.9
0000000000000000000014aa,3209,1,1999.0
0000000000000000000014aa,4407,2,112.9
0000000000000000000014aa,5625,2,289.0
0000000000000000000014aa,3530,3,49.0
0000000000000000000014ab,3607,2,399.0
0000000000000000000014ab,531,2,174.9
0000000000000000000014ac,1593,1,175.0
0000000000000000000014ad,2684,2,299.0
0000000000000000000014ae,1306,3,99.9
0000000000000000000014af,5264,2,649.0
0000000000000000000014af,976,1,1370.0
0000000000000000000014af,5249,2,93.9
0000000000000000000014af,1966,2,899.0
0000000000000000000014b0,3062,2,2599.99
0000000000000000000014b0,4670,3,299.0
0000000000000000000014b1,5355,3,139.0
0000000000000000000014b2,4754,1,149.9
0000000000000000000014b3,2501,3,243.9
0000000000000000000014b3,2306,2,149.0
0000000000000000000014b4,4955,1,89.0
0000000000000000000014b5,5128,3,179.0
0000000000000000000014b5,596,1,59.0
0000000000000000000014b5,5098,2,65.9
0000000000000000000014b6,3490,3,280.0
0000000000000000000014b6,5556,2,93.9
0000000000000000000014b6,410,3,1399.0
0000000000000000000014b7,5233,3,723.35
0000000000000000000014b7,3496,2,216.9
0000000000000000000014b8,2280,2,144.9
0000000000000000000014b8,1337,2,103.18
0000000000000000000014b8,17,1,529.0
0000000000000000000014b9,2295,1,499.0
0000000000000000000014b9,5557,2,93.9
0000000000000000000014ba,2641,1,64.9
0000000000000000000014ba,3967,1,299.0
0000000000000000000014ba,1448,1,139.9
0000000000000000000014ba,2334,1,129.0
0000000000000000000014bb,757,3,269.0
0000000000000000000014bb,3665,3,1899.0
0000000000000000000014bb,2848,3,199.0
0000000000000000000014bc,3836,2,185.0
0000000000000000000014bc,3436,3,2899.0
0000000000000000000014bd,1736,1,1599.0
0000000000000000000014bd,1484,3,319.0
0000000000000000000014bd,2973,3,1599.0
0000000000000000000014be,2150,3,248.9
0000000000000000000014bf,3879,3,149.0
0000000000000000000014bf,450,2,849.0
0000000000000000000014c0,5055,3,39.9
0000000000000000000014c1,1490,1,489.0
0000000000000000000014c2,2777,2,95.0
0000000000000000000014c2,3910,3,329.0
0000000000000000000014c3,4471,2,25.9
0000000000000000000014c4,115,1,539.0
0000000000000000000014c4,4131,3,69.9
0000000000000000000014c5,1226,1,499.0
0000000000000000000014c5,5583,2,119.0
0000000000000000000014c5,1806,1,1529.0
0000000000000000000014c6,3954,3,165.0
0000000000000000000014c7,1617,1,1598.9
0000000000000000000014c8,4287,3,55.0
0000000000000000000014c8,363,1,899.0
0000000000000000000014c8,2498,3,243.9
0000000000000000000014c9,3106,1,5999.0
0000000000000000000014ca,3702,2,649.0
0000000000000000000014ca,191,1,1699.0
0000000000000000000014cb,3118,1,528.9
0000000000000000000014cb,160,2,1149.0
0000000000000000000014cb,4290,2,94.5
0000000000000000000014cc,5443,2,38.39
0000000000000000000014cc,678,2,98.5
0000000000000000000014cc,3349,1,2169.0
0000000000000000000014cd,1762,2,828.0
0000000000000000000014cd,2464,2,45.2
0000000000000000000014cd,782,2,109.0
0000000000000000000014ce,5535,1,69.0
0000000000000000000014ce,3453,3,859.0
0000000000000000000014cf,3872,3,39.9
0000000000000000000014cf,65,1,169.99
0000000000000000000014d0,4421,3,24.89
0000000000000000000014d0,4779,3,99.96
0000000000000000000014d1,5012,3,39.9
0000000000000000000014d1,3198,3,549.0
0000000000000000000014d1,2705,2,399.0
0000000000000000000014d1,3711,1,1079.0
0000000000000000000014d2,2722,3,108.9
0000000000000000000014d2,933,2,399.0
0000000000000000000014d2,1299,2,99.9
0000000000000000000014d3,3342,2,699.0
0000000000000000000014d3,2101,1,2599.0
0000000000000000000014d3,5543,3,57.0
0000000000000000000014d4,616,3,159.0
0000000000000000000014d5,5343,3,359.0
0000000000000000000014d5,1659,3,1549.0
0000000000000000000014d6,1245,3,519.9
0000000000000000000014d7,3095,1,3900.0
0000000000000000000014d7,121,2,799.0
0000000000000000000014d7,2508,3,226.9
0000000000000000000014d7,5686,2,41.94
0000000000000000000014d8,5333,1,959.0
0000000000000000000014d9,2589,3,76.9
0000000000000000000014d9,5133,2,49.9
0000000000000000000014d9,284,3,4199.0
0000000000000000000014d9,5625,2,289.0
0000000000000000000014da,4772,1,99.96
0000000000000000000014da,5531,3,39.9
0000000000000000000014db,255,1,2860.0
0000000000000000000014db,4304,2,54.9
0000000000000000000014db,562,1,55.9
0000000000000000000014db,752,2,189.0
0000000000000000000014dc,3392,3,800.0
0000000000000000000014dd,2229,1,638.0
0000000000000000000014de,4050,2,249.0
0000000000000000000014df,596,3,59.0
0000000000000000000014df,4812,3,101.99
0000000000000000000014df,622,1,19.9
0000000000000000000014e0,4844,2,111.92
0000000000000000000014e1,2142,1,429.9
0000000000000000000014e1,1447,3,240.0
0000000000000000000014e2,3871,1,490.0
0000000000000000000014e2,2288,3,799.0
0000000000000000000014e2,3791,1,1249.0
0000000000000000000014e3,3166,2,3699.0
0000000000000000000014e4,5621,1,259.0
0000000000000000000014e5,139,3,1189.0
0000000000000000000014e5,2527,1,589.9
0000000000000000000014e5,1456,1,69.9
0000000000000000000014e6,4367,1,39.0
0000000000000000000014e6,2601,1,189.0
0000000000000000000014e6,5006,2,27.3
0000000000000000000014e7,3716,1,1199.0
0000000000000000000014e8,2820,1,699.0
0000000000000000000014e9,5397,2,199.99
0000000000000000000014e9,1482,1,289.0
0000000000000000000014ea,148,1,2999.0
0000000000000000000014ea,616,3,159.0
0000000000000000000014eb,4588,3,93.9
0000000000000000000014eb,746,2,135.0
0000000000000000000014ec,675,2,169.9
0000000000000000000014ec,1936,1,1249.0
0000000000000000000014ed,2313,2,124.9
0000000000000000000014ee,1677,3,1789.0
0000000000000000000014ee,5652,2,659.0
0000000000000000000014ef,1536,1,89.0
0000000000000000000014ef,3451,1,679.0
0000000000000000000014ef,1082,2,1199.0
0000000000000000000014ef,2667,3,149.0
0000000000000000000014f0,2976,3,1499.0
0000000000000000000014f0,5453,2,99.0
0000000000000000000014f0,612,1,77.9
0000000000000000000014f1,452,1,399.0
0000000000000000000014f1,4805,2,59.9
0000000000000000000014f2,5176,3,145.0
0000000000000000000014f3,3145,1,3299.0
0000000000000000000014f4,1813,3,1999.0
0000000000000000000014f5,4528,2,49.9
0000000000000000000014f6,2541,2,197.0
0000000000000000000014f7,146,1,2699.0
0000000000000000000014f8,2956,3,2699.0
0000000000000000000014f8,4186,3,169.9
0000000000000000000014f8,5534,2,69.0
0000000000000000000014f9,865,3,419.0
0000000000000000000014fa,2852,1,149.0
0000000000000000000014fb,4865,2,41.93
0000000000000000000014fb,919,1,3499.0
0000000000000000000014fb,3987,2,39.0
0000000000000000000014fc,3194,2,249.5
0000000000000000000014fc,3781,1,22.9
0000000000000000000014fc,3877,2,62.93
0000000000000000000014fc,5194,2,93.9
0000000000000000000014fd,4221,2,105.0
0000000000000000000014fd,5139,1,169.0
0000000000000000000014fe,5214,2,190.0
0000000000000000000014fe,4572,1,229.0
0000000000000000000014fe,5235,1,9.9
0000000000000000000014ff,659,3,129.9
0000000000000000000014ff,245,2,1199.0
0000000000000000000014ff,1863,1,3089.0
0000000000000000000014ff,3142,2,4929.0
000000000000000000001500,3843,3,279.0
000000000000000000001500,943,2,459.0
000000000000000000001500,5622,2,259.0
000000000000000000001501,126,3,429.0
000000000000000000001502,4774,1,77.94
000000000000000000001502,2868,2,49.9
000000000000000000001502,2499,2,243.9
000000000000000000001502,3855,2,1899.0
000000000000000000001503,5155,1,1619.0
000000000000000000001504,2139,3,1039.0
000000000000000000001504,2650,1,60.0
000000000000000000001504,465,2,789.0
000000000000000000001504,5284,3,976.35
000000000000000000001505,3602,1,799999.0
000000000000000000001505,2422,2,39.5
000000000000000000001506,2647,1,50.9
000000000000000000001507,1528,3,69.9
000000000000000000001507,1530,1,1790.0
000000000000000000001508,5563,1,299.0
000000000000000000001509,4501,2,119.9
00000000000000000000150a,5006,3,27.3
00000000000000000000150b,4793,2,179.4
00000000000000000000150c,499,2,469.9
00000000000000000000150d,3798,3,1199.0
00000000000000000000150e,2892,3,999.0
00000000000000000000150e,475,3,1149.9
00000000000000000000150f,4699,3,101.9
000000000000000000001510,1398,2,329.0
000000000000000000001510,4216,1,79.0
000000000000000000001511,4332,3,54.9
000000000000000000001512,5510,3,19.9
000000000000000000001513,1001,3,899.0
000000000000000000001513,4611,1,299.9
000000000000000000001514,350,1,999.0
000000000000000000001514,2776,2,35.0
000000000000000000001514,1596,2,389.0
000000000000000000001515,1860,2,1969.0
000000000000000000001515,4605,1,55.0
000000000000000000001515,4320,1,196.0
000000000000000000001516,5642,3,380.0
000000000000000000001516,534,3,189.9
000000000000000000001517,4741,3,109159.0
000000000000000000001517,3754,2,139.0
000000000000000000001517,287,2,3979.0
000000000000000000001518,3576,3,499.9
000000000000000000001519,3556,1,175.0
000000000000000000001519,3857,3,1799.0
00000000000000000000151a,3053,2,2609.9
00000000000000000000151a,3385,3,800.0
00000000000000000000151a,4058,2,69.9
00000000000000000000151b,3351,1,2709.0
00000000000000000000151c,4007,3,349.9
00000000000000000000151c,352,3,2249.0
00000000000000000000151c,1562,1,2369.0
00000000000000000000151c,5541,3,139.0
00000000000000000000151d,895,1,299.0
00000000000000000000151d,2176,3,389.0
00000000000000000000151e,1890,3,1589.0
00000000000000000000151e,1232,3,88.0
00000000000000000000151f,2902,3,65.9
000000000000000000001520,2196,1,389.0
000000000000000000001521,1762,3,828.0
000000000000000000001521,3789,1,1099.0
000000000000000000001521,2043,1,729.0
000000000000000000001522,1544,2,209.0
000000000000000000001523,1171,1,218.0
000000000000000000001523,3392,1,800.0
000000000000000000001523,1019,3,899.0
000000000000000000001524,1680,2,1789.0
000000000000000000001525,2557,2,79.0
000000000000000000001525,992,2,779.0
000000000000000000001525,2299,2,349.0
000000000000000000001526,801,2,1499.0
000000000000000000001527,5220,3,93.9
000000000000000000001528,4496,1,55.0
000000000000000000001529,853,2,649.0
000000000000000000001529,3315,2,909.9
00000000000000000000152a,4164,1,69.0
00000000000000000000152a,5602,3,485.0
00000000000000000000152a,5086,1,13.9
00000000000000000000152b,1397,1,249.0
00000000000000000000152b,3541,2,69.0
00000000000000000000152c,3555,1,1259.0
00000000000000000000152c,1652,2,236.9
00000000000000000000152d,1096,3,1299.0
00000000000000000000152d,1243,3,159.0
00000000000000000000152e,1878,1,1299.0
00000000000000000000152f,918,3,34000.0
000000000000000000001530,3910,1,329.0
000000000000000000001531,1916,3,819.0
000000000000000000001532,4575,1,139.0
000000000000000000001532,846,2,919.0
000000000000000000001532,4574,2,139.0
000000000000000000001533,280,1,2489.0
000000000000000000001533,1433,1,89.9
000000000000000000001534,2547,1,249.0
000000000000000000001535,4186,2,169.9
000000000000000000001536,5618,1,259.0
000000000000000000001536,2056,1,1859.0
000000000000000000001536,4348,2,59.9
000000000000000000001536,4169,3,30.0
000000000000000000001537,4351,3,79.5
000000000000000000001538,2695,3,249.9
000000000000000000001538,5196,1,359.0
000000000000000000001539,1506,1,4299.0
000000000000000000001539,3671,2,129.0
000000000000000000001539,5295,2,511.9
000000000000000000001539,4235,3,85.0
00000000000000000000153a,1218,1,310.0
00000000000000000000153a,1991,1,1379.0
00000000000000000000153b,5564,1,169.0
00000000000000000000153c,426,3,399.0
00000000000000000000153d,4025,1,34.99
00000000000000000000153e,8,2,459.0
00000000000000000000153e,2092,2,87.0
00000000000000000000153f,1652,3,236.9
00000000000000000000153f,3440,2,1500.0
00000000000000000000153f,1050,2,2209.0
00000000000000000000153f,2335,3,129.0
000000000000000000001540,4557,3,94.9
000000000000000000001540,3488,1,109.9
000000000000000000001541,3337,3,331.9
000000000000000000001541,208,2,2499.0
000000000000000000001542,1968,3,470.0
000000000000000000001542,3340,3,399.9
000000000000000000001543,3383,3,66.0
000000000000000000001544,1997,1,499.0
000000000000000000001544,5534,2,69.0
000000000000000000001545,4155,2,28.0
000000000000000000001545,2232,2,369.0
000000000000000000001545,2897,2,3300.0
000000000000000000001545,1814,2,1879.0
000000000000000000001546,2266,3,359.0
000000000000000000001546,2779,1,27.0
000000000000000000001547,1572,3,2199.0
000000000000000000001547,3603,3,1079.9
000000000000000000001547,2390,1,149.0
000000000000000000001547,2557,1,79.0
000000000000000000001548,2188,2,389.0
000000000000000000001549,1274,2,159.9
000000000000000000001549,988,3,48310.0
00000000000000000000154a,587,1,14.9
00000000000000000000154a,3261,3,633.9
00000000000000000000154b,4826,1,103.9
00000000000000000000154b,2391,3,169.0
00000000000000000000154b,21,3,529.0
00000000000000000000154c,3581,3,949.0
00000000000000000000154c,5005,1,34.3
00000000000000000000154d,3385,1,800.0
00000000000000000000154e,4116,1,28.9
00000000000000000000154e,1696,3,1699.0
00000000000000000000154e,5118,1,394.9
00000000000000000000154f,4818,2,129.9
00000000000000000000154f,2384,1,118.1
00000000000000000000154f,1488,1,319.0
000000000000000000001550,2469,3,290.5
000000000000000000001551,5459,3,85.0
000000000000000000001551,4059,3,48.93
000000000000000000001552,3923,2,619.0
000000000000000000001552,1722,1,2319.0
000000000000000000001552,4288,1,67.9
000000000000000000001552,5125,3,89.9
000000000000000000001553,3343,3,379.0
000000000000000000001553,5522,2,20.9
000000000000000000001553,548,1,74.9
000000000000000000001554,5683,2,1399.0
000000000000000000001555,1745,1,1489.0
000000000000000000001556,2724,2,549.0
000000000000000000001557,1480,2,195.9
000000000000000000001558,5159,2,99.0
000000000000000000001559,412,3,2999.0
00000000000000000000155a,2624,3,289.0
00000000000000000000155a,4240,1,129.0
00000000000000000000155b,2506,2,243.9
00000000000000000000155b,4313,1,25.0
00000000000000000000155b,3645,1,939.0
00000000000000000000155b,2131,3,229.0
00000000000000000000155c,1350,3,619.0
00000000000000000000155c,1296,3,2139.0
00000000000000000000155d,575,3,87.99
00000000000000000000155e,3601,3,999.0
00000000000000000000155f,3174,3,3300.0
000000000000000000001560,2855,2,189.0
000000000000000000001560,3660,3,889.0
000000000000000000001560,4317,1,119.5
000000000000000000001560,1623,3,1399.0
000000000000000000001561,3269,2,464.9
000000000000000000001562,4752,3,98.0
000000000000000000001563,4928,2,103.9
000000000000000000001564,3700,3,429.0
000000000000000000001565,2163,3,269.99
000000000000000000001566,1667,2,1464.0
000000000000000000001566,4587,3,19.9
000000000000000000001566,4329,2,32.99
000000000000000000001566,1133,2,1499.0
000000000000000000001567,2209,3,329.0
000000000000000000001568,67,3,759.0
000000000000000000001569,2434,1,35.5
000000000000000000001569,1002,2,2301.0
000000000000000000001569,4418,3,25.9
000000000000000000001569,5675,1,139.9
00000000000000000000156a,2385,2,130.1
00000000000000000000156a,2134,2,649.0
00000000000000000000156b,1234,2,70.0
00000000000000000000156c,5319,3,179.0
00000000000000000000156c,1337,2,103.18
00000000000000000000156d,2013,2,999.0
00000000000000000000156d,5005,2,34.3
00000000000000000000156d,1016,1,499.0
00000000000000000000156e,3391,3,800.0
00000000000000000000156f,5299,3,214.8
00000000000000000000156f,3049,2,1999.9
000000000000000000001570,1568,3,699.0
000000000000000000001571,2641,2,64.9
000000000000000000001571,3226,3,799.0
000000000000000000001572,3232,2,789.0
000000000000000000001572,2006,2,1139.0
000000000000000000001572,754,1,140.0
000000000000000000001573,4322,2,39.99
000000000000000000001573,3369,1,550.0
000000000000000000001573,574,1,55.9
000000000000000000001574,1622,1,2359.0
000000000000000000001575,224,2,2599.0
000000000000000000001575,4998,2,41.9
000000000000000000001576,2563,2,159.0
000000000000000000001576,1844,2,1299.0
000000000000000000001577,5324,1,189.9
000000000000000000001577,2757,1,29.9
000000000000000000001577,2354,3,99.0
000000000000000000001577,846,2,919.0
000000000000000000001578,1447,1,240.0
000000000000000000001578,4351,2,79.5
000000000000000000001578,5045,3,34.93
000000000000000000001579,154,2,1135.0
00000000000000000000157a,3493,3,19.9
00000000000000000000157b,1790,1,1029.0
00000000000000000000157c,2232,1,369.0
00000000000000000000157d,1192,2,1489.0
00000000000000000000157d,3787,3,1099.0
00000000000000000000157e,4675,1,179.4
00000000000000000000157e,1617,1,1598.9
00000000000000000000157f,164,2,1135.0
00000000000000000000157f,768,2,389.0
00000000000000000000157f,4518,2,42.9
00000000000000000000157f,2194,2,499.0
000000000000000000001580,2982,2,1449.0
000000000000000000001580,435,1,2299.0
000000000000000000001580,3395,1,800.0
000000000000000000001581,5476,2,89.0
000000000000000000001581,1480,2,195.9
000000000000000000001581,5231,1,924.5
000000000000000000001582,521,1,729.0
000000000000000000001583,3370,2,500.0
000000000000000000001584,4932,3,195.0
000000000000000000001585,2459,3,279.0
000000000000000000001586,2809,1,109.0
000000000000000000001586,5158,3,149.9
000000000000000000001586,3521,3,42.99
000000000000000000001587,4188,1,89.0
000000000000000000001587,694,3,159.0
000000000000000000001588,2108,1,569.0
000000000000000000001589,4389,1,189.0
00000000000000000000158a,3422,1,349.9
00000000000000000000158a,2879,1,31.9
00000000000000000000158a,640,2,169.0
00000000000000000000158b,2858,3,38.5
00000000000000000000158c,1901,3,899.0
00000000000000000000158c,974,2,578.0
00000000000000000000158c,2586,2,99.9
00000000000000000000158d,1047,3,389.0
00000000000000000000158e,1351,1,569.0
00000000000000000000158e,1727,3,699.0
00000000000000000000158f,124,3,159.9
00000000000000000000158f,2804,1,320.0
000000000000000000001590,5182,1,179.0
000000000000000000001590,1714,3,2449.0
000000000000000000001591,3013,3,4732.0
000000000000000000001591,2837,2,119.0
000000000000000000001592,2828,3,349.9
000000000000000000001593,4935,2,188.0
000000000000000000001593,4756,1,250.0
000000000000000000001594,2896,3,879.0
000000000000000000001594,3645,2,939.0
000000000000000000001595,4636,2,109.9
000000000000000000001595,2787,1,31.7
000000000000000000001596,100,1,449.0
000000000000000000001596,5588,3,300.0
000000000000000000001597,5574,2,390.0
000000000000000000001597,4282,3,19.9
000000000000000000001597,2396,3,199.0
000000000000000000001598,1290,3,349.0
000000000000000000001598,5484,3,39.9
000000000000000000001598,2617,2,79.0
000000000000000000001599,4377,3,169.0
000000000000000000001599,5234,2,79.0
00000000000000000000159a,262,1,3790.0
00000000000000000000159a,5444,1,89.0
00000000000000000000159b,3280,3,229.9
00000000000000000000159c,5184,2,149.0
00000000000000000000159c,3268,3,899.0
00000000000000000000159d,2441,3,270.0
00000000000000000000159e,1930,1,949.0
00000000000000000000159e,5206,3,219.99
00000000000000000000159f,1482,1,289.0
0000000000000000000015a0,5317,3,179.0
0000000000000000000015a0,590,2,19.9
0000000000000000000015a1,5232,2,699.5
0000000000000000000015a2,4696,2,101.9
0000000000000000000015a2,1802,1,1699.0
0000000000000000000015a3,872,1,249.0
0000000000000000000015a3,5609,1,199.9
0000000000000000000015a4,743,2,199.0
0000000000000000000015a5,3140,2,2999.0
0000000000000000000015a6,2432,1,55.1
0000000000000000000015a7,1071,2,680.0
0000000000000000000015a8,3120,1,2699.0
0000000000000000000015a9,3713,3,899.0
0000000000000000000015a9,4329,3,32.99
0000000000000000000015aa,1319,3,200.0
0000000000000000000015ab,858,2,1399.0
0000000000000000000015ab,5369,1,35.5
0000000000000000000015ab,779,3,93.9
0000000000000000000015ac,4419,2,25.9
0000000000000000000015ac,5160,2,99.0
0000000000000000000015ac,3035,2,1599.99
0000000000000000000015ad,3778,3,45.0
0000000000000000000015ae,4942,3,130.0
0000000000000000000015ae,681,3,449.0
0000000000000000000015ae,170,3,3499.0
0000000000000000000015af,4424,2,259.0
0000000000000000000015af,3295,1,1499.0
0000000000000000000015b0,1586,1,1799.0
0000000000000000000015b0,2168,2,259.0
0000000000000000000015b0,1737,3,895.0
0000000000000000000015b1,1261,2,2799.0
0000000000000000000015b2,5047,2,49.9
0000000000000000000015b3,1143,2,504.0
0000000000000000000015b4,2859,3,1729.0
0000000000000000000015b5,5613,1,259.0
0000000000000000000015b5,2034,3,249.0
0000000000000000000015b5,240,2,7599.0
0000000000000000000015b5,4458,3,23.9
0000000000000000000015b6,5664,3,29.9
0000000000000000000015b6,4224,2,199.0
0000000000000000000015b7,2479,3,240.9
0000000000000000000015b7,2495,1,243.9
0000000000000000000015b8,1040,2,859.0
0000000000000000000015b8,760,1,85.0
0000000000000000000015b8,819,3,759.0
0000000000000000000015b8,1094,2,1809.0
0000000000000000000015b9,5403,1,45.0
0000000000000000000015b9,3719,2,379.0
0000000000000000000015b9,3405,1,300.0
0000000000000000000015b9,3514,1,169.0
0000000000000000000015ba,103,2,409.0
0000000000000000000015bb,2246,3,349.0
0000000000000000000015bb,3434,2,1319.9
0000000000000000000015bc,3504,2,93.9
0000000000000000000015bc,4500,1,119.9
0000000000000000000015bc,4664,3,179.0
0000000000000000000015bd,3112,3,3499.0
0000000000000000000015bd,4411,3,25.9
0000000000000000000015be,4691,1,78.9
0000000000000000000015be,3064,2,3319.0
0000000000000000000015bf,5332,3,459.0
0000000000000000000015bf,2042,1,739.0
0000000000000000000015bf,5379,1,56.0
0000000000000000000015bf,3936,2,140.9
0000000000000000000015c0,5293,2,349.9
0000000000000000000015c0,629,3,29.9
0000000000000000000015c1,5171,1,99.0
0000000000000000000015c1,1823,1,1699.0
0000000000000000000015c1,1154,3,599.0
0000000000000000000015c2,750,3,155.0
0000000000000000000015c2,2961,3,2269.0
0000000000000000000015c3,4138,2,150.0
0000000000000000000015c4,142,1,1189.0
0000000000000000000015c4,3559,3,169.0
0000000000000000000015c5,5421,1,55.0
0000000000000000000015c6,5234,1,79.0
0000000000000000000015c6,4277,2,35.0
0000000000000000000015c6,1766,3,729.0
0000000000000000000015c6,2155,1,220.0
0000000000000000000015c7,5043,1,59.9
0000000000000000000015c7,5153,2,2029.0
0000000000000000000015c8,3800,1,890.0
0000000000000000000015c8,3176,3,3399.0
0000000000000000000015c8,1182,2,389.0
0000000000000000000015c9,1069,3,819.0
0000000000000000000015c9,4938,1,89.9
0000000000000000000015ca,4949,1,69.9
0000000000000000000015ca,5230,3,109.13
0000000000000000000015cb,332,2,898.0
0000000000000000000015cb,4559,2,85.9
0000000000000000000015cb,2558,3,349.0
0000000000000000000015cc,1534,2,74.9
0000000000000000000015cd,3223,1,665.5
0000000000000000000015cd,3297,2,1000.0
0000000000000000000015cd,1827,1,1699.0
0000000000000000000015cd,2179,3,298.0
0000000000000000000015ce,1492,2,89.0
0000000000000000000015ce,1058,2,878.0
0000000000000000000015cf,1459,2,93.9
0000000000000000000015cf,546,2,70.0
0000000000000000000015d0,2434,2,35.5
0000000000000000000015d0,2685,3,539.0
0000000000000000000015d1,2904,2,189.0
0000000000000000000015d1,3602,3,799999.0
0000000000000000000015d2,4381,3,349.0
0000000000000000000015d2,3766,2,144.0
0000000000000000000015d3,381,3,529.0
0000000000000000000015d3,4059,1,48.93
0000000000000000000015d4,2969,3,1390.9
0000000000000000000015d4,1039,1,858.0
0000000000000000000015d4,2351,2,89.9
0000000000000000000015d4,4433,1,22.0
0000000000000000000015d5,3473,3,53.0
0000000000000000000015d6,5282,3,418.53
0000000000000000000015d7,4655,3,461.3
0000000000000000000015d7,5251,1,129.99
0000000000000000000015d7,5411,3,39.9
0000000000000000000015d8,2568,3,299.0
0000000000000000000015d8,4259,3,215.0
0000000000000000000015d8,2052,1,799.0
0000000000000000000015d8,2308,3,118.0
0000000000000000000015d9,862,3,1399.0
0000000000000000000015d9,2636,2,128.9
0000000000000000000015d9,3156,1,4279.0
0000000000000000000015d9,5302,3,369.0
0000000000000000000015da,4669,2,299.0
0000000000000000000015db,4407,1,112.9
0000000000000000000015db,4876,3,41.93
0000000000000000000015db,1311,3,374.71
0000000000000000000015dc,3188,3,369.9
0000000000000000000015dc,2669,3,180.0
0000000000000000000015dd,2638,2,64.9
0000000000000000000015dd,1039,3,858.0
0000000000000000000015de,1950,2,1699.0
0000000000000000000015de,4507,1,42.9
0000000000000000000015de,3153,2,4149.0
0000000000000000000015de,2624,1,289.0
0000000000000000000015df,985,3,530.0
0000000000000000000015e0,2722,1,108.9
0000000000000000000015e1,5158,3,149.9
0000000000000000000015e1,1313,1,339.5
0000000000000000000015e1,5372,1,119.0
0000000000000000000015e2,4444,1,23.9
0000000000000000000015e3,4836,2,125.93
0000000000000000000015e4,2855,3,189.0
0000000000000000000015e5,5563,1,299.0
0000000000000000000015e6,1268,3,749.0
0000000000000000000015e7,1373,3,325.91
0000000000000000000015e8,5366,3,149.0
0000000000000000000015e8,2207,2,598.1
0000000000000000000015e9,2945,2,2799.0
0000000000000000000015e9,2976,2,1499.0
0000000000000000000015e9,4297,1,199.2
0000000000000000000015e9,4131,3,69.9
0000000000000000000015ea,799,3,99.0
0000000000000000000015ea,3561,3,24.9
0000000000000000000015ea,669,1,175.9
0000000000000000000015eb,5213,1,35.0
0000000000000000000015ec,468,3,849.9
0000000000000000000015ec,5542,2,139.0
0000000000000000000015ed,1533,3,84.9
0000000000000000000015ed,3803,3,109.0
0000000000000000000015ee,4436,3,23.9
0000000000000000000015ee,663,3,81.9
0000000000000000000015ee,582,1,439.0
0000000000000000000015ef,3963,2,49.99
0000000000000000000015f0,4528,2,49.9
0000000000000000000015f0,4234,2,229.0
0000000000000000000015f1,176,3,2780.0
0000000000000000000015f1,458,3,429.0
0000000000000000000015f2,4078,1,234.0
0000000000000000000015f2,2337,3,129.0
0000000000000000000015f3,5054,2,55.93
0000000000000000000015f3,1056,2,750.0
0000000000000000000015f4,5633,2,259.0
0000000000000000000015f4,4483,2,59.9
0000000000000000000015f5,4605,1,55.0
0000000000000000000015f5,912,1,869.0
0000000000000000000015f6,5600,2,650.0
0000000000000000000015f6,2339,3,69.0
0000000000000000000015f7,326,3,899.0
0000000000000000000015f7,3221,2,729.0
0000000000000000000015f8,2946,2,3499.0
0000000000000000000015f9,2367,2,39.0
0000000000000000000015f9,3753,1,109.0
0000000000000000000015fa,3601,1,999.0
0000000000000000000015fb,5525,3,32.9
0000000000000000000015fb,466,3,2199.0
0000000000000000000015fb,303,2,3399.0
0000000000000000000015fc,2164,1,259.0
0000000000000000000015fc,1103,3,199.0
0000000000000000000015fd,2821,1,1599.0
0000000000000000000015fd,3742,1,3499.0
